"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630376"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-71"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-71-2pos_1-C,1_01_24569"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-71-2pos_1-C,1_01_24569.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630376"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-71"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-71-3pos_1-A,1_01_24553"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-71-3pos_1-A,1_01_24553.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630416"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-06"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-06-1pos_1-B,7_01_24256"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-06-1pos_1-B,7_01_24256.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630421"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-18"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-18-1pos_1-F,4_01_24441"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-18-1pos_1-F,4_01_24441.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630406"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-30"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-30-1pos_1-C,2_01_24414"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-30-1pos_1-C,2_01_24414.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630406"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-30"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-30-2pos_1-A,7_01_24403"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-30-2pos_1-A,7_01_24403.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630406"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-30"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-30-3pos_1-A,2_01_24398"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-30-3pos_1-A,2_01_24398.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630396"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-42"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-42-1pos_1-C,3_01_24360"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-42-1pos_1-C,3_01_24360.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630396"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-42"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-42-2pos_1-C,7_01_24364"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-42-2pos_1-C,7_01_24364.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630396"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-42"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-42-3pos_1-A,5_01_24346"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-42-3pos_1-A,5_01_24346.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630399"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-54"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-54-1pos_1-D,2_01_24579"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-54-1pos_1-D,2_01_24579.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630399"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-54"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-54-2pos_1-E,7_01_24592"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-54-2pos_1-E,7_01_24592.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630399"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-54"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-54-3pos_1-A,8_01_24560"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-54-3pos_1-A,8_01_24560.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630419"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-66"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-66-1pos_1-B,4_01_24510"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-66-1pos_1-B,4_01_24510.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630419"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-66"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-66-2pos_1-C,6_01_24520"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-66-2pos_1-C,6_01_24520.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630419"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-66"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-66-3pos_1-D,4_01_24581"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-66-3pos_1-D,4_01_24581.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630411"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-12"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-12-1pos_1-A,6_01_24247"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-12-1pos_1-A,6_01_24247.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630424"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-24"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-24-1pos_1-C,2_01_24516"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-24-1pos_1-C,2_01_24516.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630404"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-36"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-36-1pos_1-A,7_01_24348"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-36-1pos_1-A,7_01_24348.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630404"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-36"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-36-2pos_1-C,2_01_24359"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-36-2pos_1-C,2_01_24359.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630420"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-48"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-48-1pos_1-E,2_01_24277"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-48-1pos_1-E,2_01_24277.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630420"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-48"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-48-2pos_1-F,5_01_24288"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-48-2pos_1-F,5_01_24288.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630420"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-48"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-48-3pos_1-A,3_01_24344"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-48-3pos_1-A,3_01_24344.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630370"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-60"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-60-1pos_1-B,7_01_24567"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-60-1pos_1-B,7_01_24567.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630370"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-60"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-60-2pos_1-B,5_01_24511"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-60-2pos_1-B,5_01_24511.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630397"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-72"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-72-1pos_1-B,7_01_24513"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-72-1pos_1-B,7_01_24513.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630397"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-72"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-72-2pos_1-C,6_01_24574"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-72-2pos_1-C,6_01_24574.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630397"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-72"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-72-3pos_1-C,3_01_24517"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-72-3pos_1-C,3_01_24517.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630391"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-01"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-01-1pos_1-C,3_01_24260"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-01-1pos_1-C,3_01_24260.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630391"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-01"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-01-2pos_1-B,5_01_24254"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-01-2pos_1-B,5_01_24254.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630391"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-01"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-01-3pos_1-A,4_01_24245"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-01-3pos_1-A,4_01_24245.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630429"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-13"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-13-1pos_1-E,7_01_24436"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-13-1pos_1-E,7_01_24436.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630429"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-13"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-13-2pos_1-F,5_01_24443"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-13-2pos_1-F,5_01_24443.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630429"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-13"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-13-3pos_1-E,4_01_24433"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-13-3pos_1-E,4_01_24433.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630413"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-25"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-25-1pos_1-A,6_01_24402"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-25-1pos_1-A,6_01_24402.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630413"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-25"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-25-2pos_1-B,1_01_24405"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-25-2pos_1-B,1_01_24405.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630379"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-37"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-37-1pos_1-B,3_01_24352"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-37-1pos_1-B,3_01_24352.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630379"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-37"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-37-2pos_1-F,4_01_24287"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-37-2pos_1-F,4_01_24287.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630379"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-37"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-37-3pos_1-D,4_01_24271"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-37-3pos_1-D,4_01_24271.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630432"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-49"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-49-1pos_2-A,5_01_24659"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-49-1pos_2-A,5_01_24659.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630432"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-49"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-49-2pos_1-B,2_01_24562"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-49-2pos_1-B,2_01_24562.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630432"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-49"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-49-3pos_1-C,3_01_24571"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-49-3pos_1-C,3_01_24571.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630425"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-61"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-61-1pos_1-C,1_01_24515"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-61-1pos_1-C,1_01_24515.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630425"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-61"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-61-2pos_1-A,3_01_24501"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-61-2pos_1-A,3_01_24501.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630425"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-61"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-61-3pos_1-D,7_01_24584"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-61-3pos_1-D,7_01_24584.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630428"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-07"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-07-1pos_1-C,7_01_24266"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-07-1pos_1-C,7_01_24266.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630428"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-07"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-07-2pos_1-B,4_01_24253"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-07-2pos_1-B,4_01_24253.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630428"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	"none"	"LTI225-07"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"HSS T3 C18 (1.8 µm, 1.0 x 100 mm; Waters)"	"reverse phase"	"N/A"	"N/A"	""	""	"DAD detection"	"LTI225-07-3pos_1-C,1_01_24258"	"/home/sneumann/tex/papers/2014datascience/IPB-2014-01-github/uvdata.fake/LTI225-07-3pos_1-C,1_01_24258.cdf"	"DAD data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
