"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Derivatization]"	"Term Source REF"	"Term Accession Number"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column type]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Scan m/z range]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630418"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-11"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-11-3neg_1-C,6_01_24313"	"LTI225-11-3neg_1-C,6_01_24313.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630382"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-23"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-23-1neg_1-D,5_01_24477"	"LTI225-23-1neg_1-D,5_01_24477.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630382"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-23"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-23-2neg_1-E,3_01_24483"	"LTI225-23-2neg_1-E,3_01_24483.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630382"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-23"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-23-3neg_1-F,2_01_24490"	"LTI225-23-3neg_1-F,2_01_24490.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630409"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-35"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-35-1neg_1-D,4_01_24476"	"LTI225-35-1neg_1-D,4_01_24476.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630409"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-35"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-35-2neg_1-F,3_01_24491"	"LTI225-35-2neg_1-F,3_01_24491.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630409"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-35"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-35-3neg_1-E,6_01_24486"	"LTI225-35-3neg_1-E,6_01_24486.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630365"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-47"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-47-1neg_1-B,7_01_24383"	"LTI225-47-1neg_1-B,7_01_24383.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630365"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-47"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-47-2neg_1-A,1_01_24369"	"LTI225-47-2neg_1-A,1_01_24369.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630365"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-47"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-47-3neg_1-A,8_01_24376"	"LTI225-47-3neg_1-A,8_01_24376.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630371"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-59"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-59-1neg_1-F,8_01_24652"	"LTI225-59-1neg_1-F,8_01_24652.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630371"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-59"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-59-2neg_1-A,4_01_24607"	"LTI225-59-2neg_1-A,4_01_24607.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630371"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-59"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-59-3neg_1-C,2_01_24621"	"LTI225-59-3neg_1-C,2_01_24621.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630376"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-71"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-71-1neg_1-A,7_01_24610"	"LTI225-71-1neg_1-A,7_01_24610.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630376"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-71"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-71-2neg_1-C,1_01_24620"	"LTI225-71-2neg_1-C,1_01_24620.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630376"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-71"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-71-3neg_1-A,1_01_24604"	"LTI225-71-3neg_1-A,1_01_24604.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630416"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-06"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-06-1neg_1-B,7_01_24306"	"LTI225-06-1neg_1-B,7_01_24306.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630421"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-18"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-18-1neg_1-F,4_01_24492"	"LTI225-18-1neg_1-F,4_01_24492.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630406"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-30"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-30-1neg_1-C,2_01_24465"	"LTI225-30-1neg_1-C,2_01_24465.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630406"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-30"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-30-2neg_1-A,7_01_24454"	"LTI225-30-2neg_1-A,7_01_24454.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630406"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-30"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-30-3neg_1-A,2_01_24449"	"LTI225-30-3neg_1-A,2_01_24449.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630396"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-42"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-42-1neg_1-C,3_01_24387"	"LTI225-42-1neg_1-C,3_01_24387.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630396"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-42"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-42-2neg_1-C,7_01_24391"	"LTI225-42-2neg_1-C,7_01_24391.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630396"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-42"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-42-3neg_1-A,5_01_24373"	"LTI225-42-3neg_1-A,5_01_24373.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630399"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-54"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-54-1neg_1-D,2_01_24630"	"LTI225-54-1neg_1-D,2_01_24630.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630399"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-54"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-54-2neg_1-E,7_01_24643"	"LTI225-54-2neg_1-E,7_01_24643.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630399"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-54"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-54-3neg_1-A,8_01_24611"	"LTI225-54-3neg_1-A,8_01_24611.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630419"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-66"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-66-1neg_1-B,4_01_24537"	"LTI225-66-1neg_1-B,4_01_24537.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630419"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-66"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-66-2neg_1-C,6_01_24547"	"LTI225-66-2neg_1-C,6_01_24547.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
"SAMEA2630419"	"Metabolite extraction"	"200 µL methanol/water, 30/70 (v/v)"	""	""	"none"	""	""	"LTI225-66"	"Chromatography"	"ACQUITY UPLC Systems with 2D Technology"	"MS"	"http://purl.obolibrary.org/obo/MS_1001765"	"HSS T3"	""	""	"RP 18"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	"negative"	""	""	"100-1000"	""	""	"micrOTOF-Q"	"MS"	"http://purl.obolibrary.org/obo/MS_1000703"	"ESI"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"LTI225-66-3neg_1-D,4_01_24632"	"LTI225-66-3neg_1-D,4_01_24632.mzData"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	"m_ipb-2014-01_metabolite profiling_mass spectrometry negative_v2_maf.tsv"
