"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Signal range]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Resolution]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630365"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-47"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-47-3pos_1-A,8_01_24349"	"LTI225-47-3pos_1-A,8_01_24349.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630371"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-59"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-59-1pos_1-F,8_01_24601"	"LTI225-59-1pos_1-F,8_01_24601.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630371"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-59"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-59-2pos_1-A,4_01_24556"	"LTI225-59-2pos_1-A,4_01_24556.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630371"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-59"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-59-3pos_1-C,2_01_24570"	"LTI225-59-3pos_1-C,2_01_24570.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630376"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-71"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-71-1pos_1-A,7_01_24559"	"LTI225-71-1pos_1-A,7_01_24559.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630376"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-71"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-71-2pos_1-C,1_01_24569"	"LTI225-71-2pos_1-C,1_01_24569.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630376"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-71"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-71-3pos_1-A,1_01_24553"	"LTI225-71-3pos_1-A,1_01_24553.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630416"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-06"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-06-1pos_1-B,7_01_24256"	"LTI225-06-1pos_1-B,7_01_24256.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630421"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-18"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-18-1pos_1-F,4_01_24441"	"LTI225-18-1pos_1-F,4_01_24441.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630406"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-30"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-30-1pos_1-C,2_01_24414"	"LTI225-30-1pos_1-C,2_01_24414.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630406"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-30"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-30-2pos_1-A,7_01_24403"	"LTI225-30-2pos_1-A,7_01_24403.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630406"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-30"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-30-3pos_1-A,2_01_24398"	"LTI225-30-3pos_1-A,2_01_24398.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630396"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-42"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-42-1pos_1-C,3_01_24360"	"LTI225-42-1pos_1-C,3_01_24360.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630396"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-42"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-42-2pos_1-C,7_01_24364"	"LTI225-42-2pos_1-C,7_01_24364.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630396"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-42"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-42-3pos_1-A,5_01_24346"	"LTI225-42-3pos_1-A,5_01_24346.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630399"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-54"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-54-1pos_1-D,2_01_24579"	"LTI225-54-1pos_1-D,2_01_24579.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630399"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-54"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-54-2pos_1-E,7_01_24592"	"LTI225-54-2pos_1-E,7_01_24592.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630399"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-54"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-54-3pos_1-A,8_01_24560"	"LTI225-54-3pos_1-A,8_01_24560.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630419"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-66"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-66-1pos_1-B,4_01_24510"	"LTI225-66-1pos_1-B,4_01_24510.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630419"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-66"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-66-2pos_1-C,6_01_24520"	"LTI225-66-2pos_1-C,6_01_24520.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630419"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-66"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-66-3pos_1-D,4_01_24581"	"LTI225-66-3pos_1-D,4_01_24581.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630411"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-12"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-12-1pos_1-A,6_01_24247"	"LTI225-12-1pos_1-A,6_01_24247.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630424"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-24"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-24-1pos_1-C,2_01_24516"	"LTI225-24-1pos_1-C,2_01_24516.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630404"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-36"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-36-1pos_1-A,7_01_24348"	"LTI225-36-1pos_1-A,7_01_24348.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630404"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-36"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-36-2pos_1-C,2_01_24359"	"LTI225-36-2pos_1-C,2_01_24359.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630420"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-48"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-48-1pos_1-E,2_01_24277"	"LTI225-48-1pos_1-E,2_01_24277.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630420"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-48"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-48-2pos_1-F,5_01_24288"	"LTI225-48-2pos_1-F,5_01_24288.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630420"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-48"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-48-3pos_1-A,3_01_24344"	"LTI225-48-3pos_1-A,3_01_24344.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630370"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-60"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-60-1pos_1-B,7_01_24567"	"LTI225-60-1pos_1-B,7_01_24567.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630370"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-60"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-60-2pos_1-B,5_01_24511"	"LTI225-60-2pos_1-B,5_01_24511.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630397"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-72"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-72-1pos_1-B,7_01_24513"	"LTI225-72-1pos_1-B,7_01_24513.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630397"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-72"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-72-2pos_1-C,6_01_24574"	"LTI225-72-2pos_1-C,6_01_24574.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630397"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-72"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-72-3pos_1-C,3_01_24517"	"LTI225-72-3pos_1-C,3_01_24517.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630391"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-01"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-01-1pos_1-C,3_01_24260"	"LTI225-01-1pos_1-C,3_01_24260.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630391"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-01"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-01-2pos_1-B,5_01_24254"	"LTI225-01-2pos_1-B,5_01_24254.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630391"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-01"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-01-3pos_1-A,4_01_24245"	"LTI225-01-3pos_1-A,4_01_24245.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630429"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-13"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-13-1pos_1-E,7_01_24436"	"LTI225-13-1pos_1-E,7_01_24436.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630429"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-13"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-13-2pos_1-F,5_01_24443"	"LTI225-13-2pos_1-F,5_01_24443.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630429"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-13"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-13-3pos_1-E,4_01_24433"	"LTI225-13-3pos_1-E,4_01_24433.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630413"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-25"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-25-1pos_1-A,6_01_24402"	"LTI225-25-1pos_1-A,6_01_24402.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630413"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-25"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-25-2pos_1-B,1_01_24405"	"LTI225-25-2pos_1-B,1_01_24405.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630379"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-37"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-37-1pos_1-B,3_01_24352"	"LTI225-37-1pos_1-B,3_01_24352.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
